code	name	description	keywords	knowledge_type_code	stem_element	course_code	grade_code	week_code	prompt_ready
CIO_HOA_ALK	Alkane	Hiểu tính chất, cấu tạo và ứng dụng của alkane	alkane, ankan	CONCEPT	T	HOA_HOC	G11	W2	"Mã LO: CIO_HOA_ALK
Tên: Alkane
Mô tả: Hiểu tính chất, cấu tạo và ứng dụng của alkane
Từ khóa: alkane, ankan
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
SIO_HH_HY_ALK_T01	Mô tả ứng dụng cracking và reforming	Mô tả được ứng dụng của các phản ứng cracking và reforming alkane trong công nghiệp chế biến dầu mỏ để sản xuất xăng có chỉ số octane cao và nguyên liệu cho tổng hợp hữu cơ.	ứng dụng cracking, ứng dụng reforming, công nghiệp dầu mỏ, sản xuất xăng, chỉ số octane, nguyên liệu	CONCEPT	T	HOA_HOC	G11	W2	"Mã LO: SIO_HH_HY_ALK_T01
Tên: Mô tả ứng dụng cracking và reforming
Mô tả: Mô tả được ứng dụng của các phản ứng cracking và reforming alkane trong công nghiệp chế biến dầu mỏ để sản xuất xăng có chỉ số octane cao và nguyên liệu cho tổng hợp hữu cơ.
Từ khóa: ứng dụng cracking, ứng dụng reforming, công nghiệp dầu mỏ, sản xuất xăng, chỉ số octane, nguyên liệu
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
SIO_HH_HY_ALK_T02	Nêu ứng dụng của alkane	Nêu được các ứng dụng chính của alkane trong đời sống và công nghiệp (làm nhiên liệu: LPG, xăng, dầu hỏa, dầu diesel, nến; làm dung môi; làm nguyên liệu tổng hợp hữu cơ…).	ứng dụng alkane, nhiên liệu, LPG, xăng, dầu hỏa, diesel, nến, dung môi, nguyên liệu tổng hợp	CONCEPT	T	HOA_HOC	G11	W2	"Mã LO: SIO_HH_HY_ALK_T02
Tên: Nêu ứng dụng của alkane
Mô tả: Nêu được các ứng dụng chính của alkane trong đời sống và công nghiệp (làm nhiên liệu: LPG, xăng, dầu hỏa, dầu diesel, nến; làm dung môi; làm nguyên liệu tổng hợp hữu cơ…).
Từ khóa: ứng dụng alkane, nhiên liệu, LPG, xăng, dầu hỏa, diesel, nến, dung môi, nguyên liệu tổng hợp
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
SIO_HH_HY_ALK_T03	Mô tả công nghệ xử lý khí thải và nhiên liệu sạch	Mô tả được nguyên tắc hoạt động của một số công nghệ xử lý khí thải động cơ đốt trong (ví dụ: bộ chuyển đổi xúc tác 3 đường - three-way catalyst) và các loại nhiên liệu sạch thay thế (xăng sinh học, khí hydrogen).	xử lý khí thải động cơ, bộ chuyển đổi xúc tác, nhiên liệu sạch, xăng sinh học, hydrogen	CONCEPT	T	HOA_HOC	G11	W2	"Mã LO: SIO_HH_HY_ALK_T03
Tên: Mô tả công nghệ xử lý khí thải và nhiên liệu sạch
Mô tả: Mô tả được nguyên tắc hoạt động của một số công nghệ xử lý khí thải động cơ đốt trong (ví dụ: bộ chuyển đổi xúc tác 3 đường - three-way catalyst) và các loại nhiên liệu sạch thay thế (xăng sinh học, khí hydrogen).
Từ khóa: xử lý khí thải động cơ, bộ chuyển đổi xúc tác, nhiên liệu sạch, xăng sinh học, hydrogen
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
CIO_HOA_CDCB	Sự chuyển dịch cân bằng hóa học	Hiểu và áp dụng nguyên lí chuyển dịch cân bằng	chuyển dịch cân bằng, le chatelier	PROCEDURAL	E	HOA_HOC	G11	W2	"Mã LO: CIO_HOA_CDCB
Tên: Sự chuyển dịch cân bằng hóa học
Mô tả: Hiểu và áp dụng nguyên lí chuyển dịch cân bằng
Từ khóa: chuyển dịch cân bằng, le chatelier
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
SIO_HH_CBHH_CDCB_E01	Thực hiện thí nghiệm chuyển dịch cân bằng	Thực hiện đúng các thao tác, tuân thủ quy trình thí nghiệm nghiên cứu ảnh hưởng của nhiệt độ đến sự chuyển dịch cân bằng hóa học (ví dụ: cân bằng NO₂ ⇌ N₂O₄).	thực hành thí nghiệm, chuyển dịch cân bằng, ảnh hưởng nhiệt độ, thao tác, quy trình, an toàn	PROCEDURAL	E	HOA_HOC	G11	W2	"Mã LO: SIO_HH_CBHH_CDCB_E01
Tên: Thực hiện thí nghiệm chuyển dịch cân bằng
Mô tả: Thực hiện đúng các thao tác, tuân thủ quy trình thí nghiệm nghiên cứu ảnh hưởng của nhiệt độ đến sự chuyển dịch cân bằng hóa học (ví dụ: cân bằng NO₂ ⇌ N₂O₄).
Từ khóa: thực hành thí nghiệm, chuyển dịch cân bằng, ảnh hưởng nhiệt độ, thao tác, quy trình, an toàn
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
ULO_HOA_CBDD	Cân bằng trong dung dịch nước	Hiểu về cân bằng acid-base và cân bằng ion trong dung dịch	cân bằng dung dịch, acid, base, ph	CONCEPT	S	HOA_HOC	G11	W2	"Mã LO: ULO_HOA_CBDD
Tên: Cân bằng trong dung dịch nước
Mô tả: Hiểu về cân bằng acid-base và cân bằng ion trong dung dịch
Từ khóa: cân bằng dung dịch, acid, base, ph
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
CIO_HOA_CD	Chuẩn độ acid–base	Hiểu và thực hiện phép chuẩn độ acid-base	chuẩn độ, acid-base, điểm tương đương	PROCEDURAL	E	HOA_HOC	G11	W2	"Mã LO: CIO_HOA_CD
Tên: Chuẩn độ acid–base
Mô tả: Hiểu và thực hiện phép chuẩn độ acid-base
Từ khóa: chuẩn độ, acid-base, điểm tương đương
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
SIO_HH_CBDD_CD_E01	Mô tả quy trình chuẩn độ acid-base	Mô tả chi tiết được quy trình, các kỹ thuật cần thiết để thực hiện chính xác một phép chuẩn độ acid-base trong phòng thí nghiệm.	quy trình chuẩn độ, kỹ thuật chuẩn độ, pha dung dịch, lấy mẫu, chuẩn độ, đọc thể tích, xác định điểm dừng	CONCEPT	E	HOA_HOC	G11	W2	"Mã LO: SIO_HH_CBDD_CD_E01
Tên: Mô tả quy trình chuẩn độ acid-base
Mô tả: Mô tả chi tiết được quy trình, các kỹ thuật cần thiết để thực hiện chính xác một phép chuẩn độ acid-base trong phòng thí nghiệm.
Từ khóa: quy trình chuẩn độ, kỹ thuật chuẩn độ, pha dung dịch, lấy mẫu, chuẩn độ, đọc thể tích, xác định điểm dừng
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W2"
ULO_VATLI_DD	Dao động	Hiểu các khái niệm và các loại dao động	dao động, điều hòa, tắt dần, duy trì	CONCEPT	S	VAT_LY	G11	W2	"Mã LO: ULO_VATLI_DD
Tên: Dao động
Mô tả: Hiểu các khái niệm và các loại dao động
Từ khóa: dao động, điều hòa, tắt dần, duy trì
Loại kiến thức: CONCEPT
Môn học: VAT_LY
Lớp: G11
Tuần: W2"
CIO_VATLI_DDH	Dao động điều hoà	Mô tả và phân tích dao động điều hòa	dao động điều hòa, phương trình, đồ thị	CONCEPT	S	VAT_LY	G11	W2	"Mã LO: CIO_VATLI_DDH
Tên: Dao động điều hoà
Mô tả: Mô tả và phân tích dao động điều hòa
Từ khóa: dao động điều hòa, phương trình, đồ thị
Loại kiến thức: CONCEPT
Môn học: VAT_LY
Lớp: G11
Tuần: W2"
SIO_VL_DD_DDH_01	Mô tả hiện tượng dao động điều hoà	Mô tả được hiện tượng dao động điều hoà thông qua ví dụ cụ thể (con lắc lò xo, con lắc đơn dao động nhỏ).	dao động điều hoà, ví dụ, mô tả, con lắc lò xo, con lắc đơn	CONCEPT	S	VAT_LY	G11	W2	"Mã LO: SIO_VL_DD_DDH_01
Tên: Mô tả hiện tượng dao động điều hoà
Mô tả: Mô tả được hiện tượng dao động điều hoà thông qua ví dụ cụ thể (con lắc lò xo, con lắc đơn dao động nhỏ).
Từ khóa: dao động điều hoà, ví dụ, mô tả, con lắc lò xo, con lắc đơn
Loại kiến thức: CONCEPT
Môn học: VAT_LY
Lớp: G11
Tuần: W2"
SIO_VL_DD_DDH_02	Giải thích ý nghĩa các đại lượng dao động	Giải thích được ý nghĩa vật lí của các đại lượng biên độ, chu kì, tần số, tần số góc, độ lệch pha trong dao động điều hoà.	biên độ, chu kì, tần số, tần số góc, độ lệch pha, pha ban đầu, ý nghĩa vật lí	CONCEPT	S	VAT_LY	G11	W2	"Mã LO: SIO_VL_DD_DDH_02
Tên: Giải thích ý nghĩa các đại lượng dao động
Mô tả: Giải thích được ý nghĩa vật lí của các đại lượng biên độ, chu kì, tần số, tần số góc, độ lệch pha trong dao động điều hoà.
Từ khóa: biên độ, chu kì, tần số, tần số góc, độ lệch pha, pha ban đầu, ý nghĩa vật lí
Loại kiến thức: CONCEPT
Môn học: VAT_LY
Lớp: G11
Tuần: W2"
SIO_VL_DD_DDH_04	Đọc và giải thích đồ thị dao động	Đọc và giải thích được ý nghĩa vật lí của các thông tin trên đồ thị li độ – thời gian, vận tốc – thời gian, gia tốc – thời gian của dao động điều hoà.	đồ thị dao động, li độ, vận tốc, gia tốc, thời gian, đọc đồ thị, phân tích đồ thị	META_COGNITIVE	S	VAT_LY	G11	W2	"Mã LO: SIO_VL_DD_DDH_04
Tên: Đọc và giải thích đồ thị dao động
Mô tả: Đọc và giải thích được ý nghĩa vật lí của các thông tin trên đồ thị li độ – thời gian, vận tốc – thời gian, gia tốc – thời gian của dao động điều hoà.
Từ khóa: đồ thị dao động, li độ, vận tốc, gia tốc, thời gian, đọc đồ thị, phân tích đồ thị
Loại kiến thức: META_COGNITIVE
Môn học: VAT_LY
Lớp: G11
Tuần: W2"
SIO_HH_CBHH_CDCB_01	Giải thích ảnh hưởng nhiệt độ đến cân bằng	Quan sát thí nghiệm hoặc mô tả hiện tượng, giải thích được ảnh hưởng của sự thay đổi nhiệt độ đến sự chuyển dịch cân bằng hóa học.	chuyển dịch cân bằng, ảnh hưởng nhiệt độ, phản ứng tỏa nhiệt, thu nhiệt, nguyên lí Le Chatelier	META_COGNITIVE	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBHH_CDCB_01
Tên: Giải thích ảnh hưởng nhiệt độ đến cân bằng
Mô tả: Quan sát thí nghiệm hoặc mô tả hiện tượng, giải thích được ảnh hưởng của sự thay đổi nhiệt độ đến sự chuyển dịch cân bằng hóa học.
Từ khóa: chuyển dịch cân bằng, ảnh hưởng nhiệt độ, phản ứng tỏa nhiệt, thu nhiệt, nguyên lí Le Chatelier
Loại kiến thức: META_COGNITIVE
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBHH_CDCB_02	Vận dụng nguyên lí Le Chatelier	Vận dụng được nguyên lí chuyển dịch cân bằng Le Chatelier để giải thích ảnh hưởng của nhiệt độ, nồng độ, áp suất đến cân bằng hóa học.	nguyên lí Le Chatelier, chuyển dịch cân bằng, nồng độ, áp suất, nhiệt độ, yếu tố ảnh hưởng	PROCEDURAL	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBHH_CDCB_02
Tên: Vận dụng nguyên lí Le Chatelier
Mô tả: Vận dụng được nguyên lí chuyển dịch cân bằng Le Chatelier để giải thích ảnh hưởng của nhiệt độ, nồng độ, áp suất đến cân bằng hóa học.
Từ khóa: nguyên lí Le Chatelier, chuyển dịch cân bằng, nồng độ, áp suất, nhiệt độ, yếu tố ảnh hưởng
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
CIO_HOA_DL	Sự điện li	Hiểu và phân loại các chất điện li	sự điện li, chất điện li	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: CIO_HOA_DL
Tên: Sự điện li
Mô tả: Hiểu và phân loại các chất điện li
Từ khóa: sự điện li, chất điện li
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBDD_DL_01	Phân biệt các chất điện li	Phân biệt được sự điện li, chất điện li (mạnh, yếu), chất không điện li dựa vào khả năng phân li ra ion trong nước.	sự điện li, chất điện li, chất điện li mạnh, chất điện li yếu, chất không điện li, ion	FACTUAL	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBDD_DL_01
Tên: Phân biệt các chất điện li
Mô tả: Phân biệt được sự điện li, chất điện li (mạnh, yếu), chất không điện li dựa vào khả năng phân li ra ion trong nước.
Từ khóa: sự điện li, chất điện li, chất điện li mạnh, chất điện li yếu, chất không điện li, ion
Loại kiến thức: FACTUAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
CIO_HOA_AB	Thuyết Brønsted–Lowry về acid–base	Hiểu thuyết acid-base theo Brønsted–Lowry	thuyết brønsted-lowry, acid, base	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: CIO_HOA_AB
Tên: Thuyết Brønsted–Lowry về acid–base
Mô tả: Hiểu thuyết acid-base theo Brønsted–Lowry
Từ khóa: thuyết brønsted-lowry, acid, base
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBDD_AB_01	Trình bày thuyết acid–base Brønsted–Lowry	Trình bày được nội dung cơ bản của thuyết acid–base theo Brønsted–Lowry (acid là chất cho proton, base là chất nhận proton).	thuyết Brønsted–Lowry, acid, base, proton (H+), cho proton, nhận proton, cặp acid-base liên hợp	FACTUAL	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBDD_AB_01
Tên: Trình bày thuyết acid–base Brønsted–Lowry
Mô tả: Trình bày được nội dung cơ bản của thuyết acid–base theo Brønsted–Lowry (acid là chất cho proton, base là chất nhận proton).
Từ khóa: thuyết Brønsted–Lowry, acid, base, proton (H+), cho proton, nhận proton, cặp acid-base liên hợp
Loại kiến thức: FACTUAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
CIO_HOA_PH	pH của dung dịch	Hiểu khái niệm pH và cách xác định pH	ph, nồng độ h+, chất chỉ thị	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: CIO_HOA_PH
Tên: pH của dung dịch
Mô tả: Hiểu khái niệm pH và cách xác định pH
Từ khóa: ph, nồng độ h+, chất chỉ thị
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBDD_PH_01	Hiểu khái niệm và ý nghĩa pH	Hiểu được khái niệm pH, ý nghĩa của giá trị pH đối với môi trường dung dịch (acid, base, trung tính) và trong một số ứng dụng thực tiễn (đất trồng, cơ thể người).	pH, nồng độ H+, môi trường acid, base, trung tính, ý nghĩa thực tiễn	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBDD_PH_01
Tên: Hiểu khái niệm và ý nghĩa pH
Mô tả: Hiểu được khái niệm pH, ý nghĩa của giá trị pH đối với môi trường dung dịch (acid, base, trung tính) và trong một số ứng dụng thực tiễn (đất trồng, cơ thể người).
Từ khóa: pH, nồng độ H+, môi trường acid, base, trung tính, ý nghĩa thực tiễn
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBDD_PH_02	Hiểu nguyên tắc xác định pH bằng chất chỉ thị	Hiểu được nguyên tắc xác định pH bằng chất chỉ thị màu thông dụng (quỳ tím, phenolphthalein).	chất chỉ thị acid-base, quỳ tím, phenolphthalein, đổi màu theo pH, xác định pH	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBDD_PH_02
Tên: Hiểu nguyên tắc xác định pH bằng chất chỉ thị
Mô tả: Hiểu được nguyên tắc xác định pH bằng chất chỉ thị màu thông dụng (quỳ tím, phenolphthalein).
Từ khóa: chất chỉ thị acid-base, quỳ tím, phenolphthalein, đổi màu theo pH, xác định pH
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
SIO_HH_CBDD_CD_01	Hiểu nguyên tắc chuẩn độ acid-base	Hiểu được nguyên tắc của phản ứng trung hòa và việc xác định điểm tương đương trong chuẩn độ acid-base.	phản ứng trung hòa, chuẩn độ acid-base, điểm tương đương, xác định nồng độ	CONCEPT	S	HOA_HOC	G11	W3	"Mã LO: SIO_HH_CBDD_CD_01
Tên: Hiểu nguyên tắc chuẩn độ acid-base
Mô tả: Hiểu được nguyên tắc của phản ứng trung hòa và việc xác định điểm tương đương trong chuẩn độ acid-base.
Từ khóa: phản ứng trung hòa, chuẩn độ acid-base, điểm tương đương, xác định nồng độ
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W3"
CIO_SINH_DDTV	Trao đổi nước & Dinh dưỡng ở Thực vật	Hiểu quá trình trao đổi nước và dinh dưỡng ở thực vật	trao đổi nước, dinh dưỡng, thực vật	CONCEPT	S	SINH_HOC	G11	W3	"Mã LO: CIO_SINH_DDTV
Tên: Trao đổi nước & Dinh dưỡng ở Thực vật
Mô tả: Hiểu quá trình trao đổi nước và dinh dưỡng ở thực vật
Từ khóa: trao đổi nước, dinh dưỡng, thực vật
Loại kiến thức: CONCEPT
Môn học: SINH_HOC
Lớp: G11
Tuần: W3"
SIO_SH_TDCNL_DDTV_01	Mô tả quá trình trao đổi nước và dinh dưỡng ở thực vật	Mô tả được quá trình trao đổi nước và chất dinh dưỡng ở thực vật (hấp thụ nước và ion khoáng ở rễ, vận chuyển trong thân, thoát hơi nước ở lá, vai trò của dinh dưỡng khoáng).	trao đổi nước thực vật, trao đổi khoáng thực vật, hấp thụ ở rễ, vận chuyển mạch gỗ, mạch rây, thoát hơi nước	CONCEPT	S	SINH_HOC	G11	W3	"Mã LO: SIO_SH_TDCNL_DDTV_01
Tên: Mô tả quá trình trao đổi nước và dinh dưỡng ở thực vật
Mô tả: Mô tả được quá trình trao đổi nước và chất dinh dưỡng ở thực vật (hấp thụ nước và ion khoáng ở rễ, vận chuyển trong thân, thoát hơi nước ở lá, vai trò của dinh dưỡng khoáng).
Từ khóa: trao đổi nước thực vật, trao đổi khoáng thực vật, hấp thụ ở rễ, vận chuyển mạch gỗ, mạch rây, thoát hơi nước
Loại kiến thức: CONCEPT
Môn học: SINH_HOC
Lớp: G11
Tuần: W3"
SIO_SH_TDCNL_DDTV_E01	Thiết kế và thực hiện thí nghiệm về trao đổi nước ở thực vật	Thiết kế và thực hiện được thí nghiệm đơn giản để chứng minh sự vận chuyển nước trong thân và sự thoát hơi nước ở lá của cây xanh.	thiết kế thí nghiệm, thực hiện thí nghiệm, vận chuyển nước, thoát hơi nước, chứng minh khoa học	META_COGNITIVE	E	SINH_HOC	G11	W3	"Mã LO: SIO_SH_TDCNL_DDTV_E01
Tên: Thiết kế và thực hiện thí nghiệm về trao đổi nước ở thực vật
Mô tả: Thiết kế và thực hiện được thí nghiệm đơn giản để chứng minh sự vận chuyển nước trong thân và sự thoát hơi nước ở lá của cây xanh.
Từ khóa: thiết kế thí nghiệm, thực hiện thí nghiệm, vận chuyển nước, thoát hơi nước, chứng minh khoa học
Loại kiến thức: META_COGNITIVE
Môn học: SINH_HOC
Lớp: G11
Tuần: W3"
SIO_VL_DD_DDH_03	Mô tả dao động điều hoà bằng phương trình/đồ thị	Vận dụng được các khái niệm (biên độ, chu kì, tần số, pha, li độ, vận tốc, gia tốc) để mô tả một dao động điều hoà cho trước bằng phương trình hoặc đồ thị.	mô tả dao động, phương trình dao động, đồ thị dao động, li độ, vận tốc, gia tốc	PROCEDURAL	S	VAT_LY	G11	W3	"Mã LO: SIO_VL_DD_DDH_03
Tên: Mô tả dao động điều hoà bằng phương trình/đồ thị
Mô tả: Vận dụng được các khái niệm (biên độ, chu kì, tần số, pha, li độ, vận tốc, gia tốc) để mô tả một dao động điều hoà cho trước bằng phương trình hoặc đồ thị.
Từ khóa: mô tả dao động, phương trình dao động, đồ thị dao động, li độ, vận tốc, gia tốc
Loại kiến thức: PROCEDURAL
Môn học: VAT_LY
Lớp: G11
Tuần: W3"
SIO_HH_CBHH_CB_02	Hiểu ý nghĩa hằng số cân bằng KC	Hiểu được ý nghĩa của hằng số cân bằng (KC) (biểu thị mức độ diễn ra của phản ứng tại trạng thái cân bằng).	hằng số cân bằng, KC, nồng độ, trạng thái cân bằng, ý nghĩa	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: SIO_HH_CBHH_CB_02
Tên: Hiểu ý nghĩa hằng số cân bằng KC
Mô tả: Hiểu được ý nghĩa của hằng số cân bằng (KC) (biểu thị mức độ diễn ra của phản ứng tại trạng thái cân bằng).
Từ khóa: hằng số cân bằng, KC, nồng độ, trạng thái cân bằng, ý nghĩa
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
SIO_HH_CBDD_CD_02	Quan sát sự đổi màu của chất chỉ thị	Quan sát và mô tả được sự đổi màu của chất chỉ thị tại điểm tương đương trong quá trình chuẩn độ acid-base.	chuẩn độ, điểm tương đương, chất chỉ thị, đổi màu, quan sát thí nghiệm	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: SIO_HH_CBDD_CD_02
Tên: Quan sát sự đổi màu của chất chỉ thị
Mô tả: Quan sát và mô tả được sự đổi màu của chất chỉ thị tại điểm tương đương trong quá trình chuẩn độ acid-base.
Từ khóa: chuẩn độ, điểm tương đương, chất chỉ thị, đổi màu, quan sát thí nghiệm
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
CIO_HOA_CBION	Cân bằng ion trong dung dịch	Hiểu về cân bằng ion trong dung dịch	cân bằng ion, thủy phân	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: CIO_HOA_CBION
Tên: Cân bằng ion trong dung dịch
Mô tả: Hiểu về cân bằng ion trong dung dịch
Từ khóa: cân bằng ion, thủy phân
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
SIO_HH_CBDD_CBION_01	Giải thích ý nghĩa cân bằng ion trong dung dịch	Giải thích được ý nghĩa thực tiễn của sự tồn tại cân bằng của các ion Al³⁺, Fe³⁺ (thủy phân tạo môi trường acid), CO₃²⁻ (thủy phân tạo môi trường base) trong dung dịch.	cân bằng ion, sự thủy phân, Al3+, Fe3+, CO3 2-, môi trường acid, base, ý nghĩa thực tiễn	PROCEDURAL	S	HOA_HOC	G11	W4	"Mã LO: SIO_HH_CBDD_CBION_01
Tên: Giải thích ý nghĩa cân bằng ion trong dung dịch
Mô tả: Giải thích được ý nghĩa thực tiễn của sự tồn tại cân bằng của các ion Al³⁺, Fe³⁺ (thủy phân tạo môi trường acid), CO₃²⁻ (thủy phân tạo môi trường base) trong dung dịch.
Từ khóa: cân bằng ion, sự thủy phân, Al3+, Fe3+, CO3 2-, môi trường acid, base, ý nghĩa thực tiễn
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
CIO_HOA_N2	Nitrogen (N₂)	Hiểu tính chất và ứng dụng của Nitrogen	nitrogen, n2	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: CIO_HOA_N2
Tên: Nitrogen (N₂)
Mô tả: Hiểu tính chất và ứng dụng của Nitrogen
Từ khóa: nitrogen, n2
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
SIO_HH_NS_N2_01	Mô tả trạng thái tự nhiên và tính trơ của N₂	Mô tả được trạng thái tự nhiên của nitrogen (dạng đơn chất và hợp chất) và giải thích được tính trơ của phân tử N₂ ở điều kiện thường do có liên kết ba bền vững.	nitrogen, trạng thái tự nhiên, cấu tạo N2, liên kết ba, tính trơ, điều kiện thường	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: SIO_HH_NS_N2_01
Tên: Mô tả trạng thái tự nhiên và tính trơ của N₂
Mô tả: Mô tả được trạng thái tự nhiên của nitrogen (dạng đơn chất và hợp chất) và giải thích được tính trơ của phân tử N₂ ở điều kiện thường do có liên kết ba bền vững.
Từ khóa: nitrogen, trạng thái tự nhiên, cấu tạo N2, liên kết ba, tính trơ, điều kiện thường
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
SIO_HH_NS_N2_02	Mô tả tính chất hoá học của N₂	Mô tả được tính chất hoá học cơ bản của N₂ (tính oxi hoá khi tác dụng với kim loại mạnh, H₂; tính khử khi tác dụng với O₂ ở nhiệt độ cao hoặc tia lửa điện).	tính chất hóa học N2, tính oxi hóa, tính khử, phản ứng với H2, O2, kim loại	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: SIO_HH_NS_N2_02
Tên: Mô tả tính chất hoá học của N₂
Mô tả: Mô tả được tính chất hoá học cơ bản của N₂ (tính oxi hoá khi tác dụng với kim loại mạnh, H₂; tính khử khi tác dụng với O₂ ở nhiệt độ cao hoặc tia lửa điện).
Từ khóa: tính chất hóa học N2, tính oxi hóa, tính khử, phản ứng với H2, O2, kim loại
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
SIO_HH_CBDD_CD_E02	Thực hiện thao tác kỹ thuật chuẩn độ	Thực hiện đúng các thao tác kỹ thuật cơ bản trong chuẩn độ (lấy hóa chất bằng pipet chính xác, sử dụng buret để chuẩn độ, đọc và ghi thể tích, xác định điểm dừng bằng chất chỉ thị).	thực hành chuẩn độ, thao tác pipet, thao tác buret, đọc thể tích, xác định điểm dừng, kỹ thuật	PROCEDURAL	E	HOA_HOC	G11	W4	"Mã LO: SIO_HH_CBDD_CD_E02
Tên: Thực hiện thao tác kỹ thuật chuẩn độ
Mô tả: Thực hiện đúng các thao tác kỹ thuật cơ bản trong chuẩn độ (lấy hóa chất bằng pipet chính xác, sử dụng buret để chuẩn độ, đọc và ghi thể tích, xác định điểm dừng bằng chất chỉ thị).
Từ khóa: thực hành chuẩn độ, thao tác pipet, thao tác buret, đọc thể tích, xác định điểm dừng, kỹ thuật
Loại kiến thức: PROCEDURAL
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
CIO_HOA_NH3	Ammonia (NH₃)	Hiểu tính chất, cấu tạo và quy trình sản xuất Ammonia	ammonia, nh3, haber	CONCEPT	S	HOA_HOC	G11	W4	"Mã LO: CIO_HOA_NH3
Tên: Ammonia (NH₃)
Mô tả: Hiểu tính chất, cấu tạo và quy trình sản xuất Ammonia
Từ khóa: ammonia, nh3, haber
Loại kiến thức: CONCEPT
Môn học: HOA_HOC
Lớp: G11
Tuần: W4"
